mc	mn	quarterbeats	quarterbeats_all_endings	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	nominal_duration	scalar	chord_id	dynamics	articulation	staff_text	tempo	qpm	metronome_base	metronome_number	tempo_visible	slur	Trill:upprall
101	98	301	301	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1088										
102	99	1209/4	1209/4	0.25	1/16	1/16	Chord	3/4	1	1	1/16		1/16	1	1089										
102	99	605/2	605/2	0.25	1/8	1/8	Chord	3/4	1	1	1/16		1/16	1	1090										
102	99	1211/4	1211/4	0.25	3/16	3/16	Chord	3/4	1	1	1/16		1/16	1	1091										
102	99	1213/4	1213/4	0.25	5/16	5/16	Chord	3/4	1	1	1/16		1/16	1	1092										
102	99	607/2	607/2	0.25	3/8	3/8	Chord	3/4	1	1	1/16		1/16	1	1093										
102	99	1215/4	1215/4	0.25	7/16	7/16	Chord	3/4	1	1	1/16		1/16	1	1094										
102	99	304	304	0.25	1/2	1/2	Chord	3/4	1	1	1/16		1/16	1	1095										
102	99	1217/4	1217/4	0.25	9/16	9/16	Chord	3/4	1	1	1/16		1/16	1	1096										
102	99	609/2	609/2	0.25	5/8	5/8	Chord	3/4	1	1	1/16		1/16	1	1097										
102	99	1219/4	1219/4	0.25	11/16	11/16	Chord	3/4	1	1	1/16		1/16	1	1098										
102	99	302	302	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1099										
102	99	303	303	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1100										
102	99	304	304	1.0	1/2	1/2	Chord	3/4	2	1	1/4		1/4	1	1101										
103	100	305	305	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1102									71	
103	100	306	306	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1103		ornamentTurn								
103	100	307	307	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp									
103	100	307	307	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1104										
103	100	615/2	615/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1105										
103	100	307	307	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1106										
103	100	615/2	615/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1107										
103	100	305	305	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1108										
104	101	308	308	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1109									72	
104	101	309	309	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1110										
104	101	310	310	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
104	101	310	310	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1111										
104	101	621/2	621/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1112										
104	101	308	308	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1113									73	
104	101	309	309	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1114										
104	101	310	310	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1115										
104	101	621/2	621/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1116										
105	102	311	311	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1117									74	
105	102	312	312	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1118										
105	102	313	313	0.0	1/2	1/2	Dynamic	3/4	1	1	0					mf									
105	102	313	313	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1119										
105	102	627/2	627/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1120										
105	102	311	311	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1121									75	
105	102	312	312	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1122										
105	102	313	313	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1123										
105	102	627/2	627/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1124										
106	103	314	314	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1125									76	
106	103	629/2	629/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1126										
106	103	631/2	631/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1127									77	
106	103	316	316	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1128									77	
106	103	633/2	633/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1129										
106	103	314	314	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1130										
106	103	315	315	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1131										
106	103	316	316	1.0	1/2	1/2	Chord	3/4	1	2	1/4		1/4	1	1132										
107	104	317	317	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1133									78	
107	104	635/2	635/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1134		ornamentTurn								
107	104	318	318	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1135										
107	104	319	319	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
107	104	319	319	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1136										
107	104	639/2	639/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1137										
107	104	317	317	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1138										
107	104	318	318	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1139										
107	104	319	319	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1140										
107	104	639/2	639/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1141										
108	105	320	320	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1142									79	
108	105	321	321	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1143										
108	105	322	322	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1144										
108	105	645/2	645/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1145										
108	105	320	320	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1146										
108	105	322	322	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1147										
108	105	645/2	645/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1148										
108	105	320	320	2.0	0	0	Chord	3/4	2	3	1/2		1/2	1	1149										
109	106	323	323	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1150									80	
109	106	324	324	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1151										
109	106	325	325	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
109	106	325	325	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1152										
109	106	651/2	651/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1153										
109	106	323	323	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1154										
109	106	325	325	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1155										
109	106	651/2	651/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1156										
109	106	323	323	2.0	0	0	Chord	3/4	2	3	1/2		1/2	1	1157										
110	107	326	326	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1158									81	
110	107	327	327	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1159										
110	107	328	328	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1160										
110	107	657/2	657/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1161										
110	107	326	326	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1162										
110	107	328	328	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1163										
110	107	657/2	657/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1164										
110	107	326	326	2.0	0	0	Chord	3/4	2	3	1/2		1/2	1	1165										
111	108	329	329	0.0	0	0	Dynamic	3/4	1	1	0					ff									
111	108	329	329	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1166									82	
111	108	330	330	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1167										
111	108	661/2	661/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1168									83	
111	108	331	331	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1169									83	
111	108	663/2	663/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1170										
111	108	332	332	0.5	3/4	3/4	Chord	3/4	1	1	1/8		1/8	1	1171										
111	108	665/2	665/2	0.5	7/8	7/8	Chord	3/4	1	1	1/8		1/8	1	1172									84	
111	108	333	333	0.5	1	1	Chord	3/4	1	1	1/8		1/8	1	1173									84	
111	108	667/2	667/2	0.5	9/8	9/8	Chord	3/4	1	1	1/8		1/8	1	1174										
111	108	334	334	0.5	5/4	5/4	Chord	3/4	1	1	1/8		1/8	1	1175									85	
111	108	669/2	669/2	0.5	11/8	11/8	Chord	3/4	1	1	1/8		1/8	1	1176									85	
111	108	335	335	0.5	3/2	3/2	Chord	3/4	1	1	1/8		1/8	1	1177									85	
111	108	671/2	671/2	0.5	13/8	13/8	Chord	3/4	1	1	1/8		1/8	1	1178										
111	108	336	336	0.5	7/4	7/4	Chord	3/4	1	1	1/8		1/8	1	1179									86	
111	108	673/2	673/2	0.5	15/8	15/8	Chord	3/4	1	1	1/8		1/8	1	1180									86	
111	108	337	337	0.5	2	2	Chord	3/4	1	1	1/8		1/8	1	1181									86	
111	108	675/2	675/2	0.5	17/8	17/8	Chord	3/4	1	1	1/8		1/8	1	1182										
111	108	338	338	1.0	9/4	9/4	Chord	3/4	1	1	1/4		1/4	1	1183										
111	108	339	339	1.0	5/2	5/2	Chord	3/4	1	1	1/4		1/4	1	1184		ornamentTurn								
111	108	340	340	0.0	11/4	11/4	Dynamic	3/4	1	1	0					p									
111	108	340	340	0.5	11/4	11/4	Chord	3/4	1	1	1/8		1/8	1	1185										
111	108	681/2	681/2	0.5	23/8	23/8	Chord	3/4	1	1	1/8		1/8	1	1186										
111	108	340	340	0.5	11/4	11/4	Chord	3/4	1	2	1/8		1/8	1	1187										
111	108	681/2	681/2	0.5	23/8	23/8	Chord	3/4	1	2	1/8		1/8	1	1188										
111	108	659/2	659/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1189										
111	108	330	330	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1190										
111	108	332	332	4.0	3/4	3/4	Chord	3/4	2	1	1		1	1	1191										
111	108	339	339	1.0	5/2	5/2	Chord	3/4	2	1	1/4		1/4	1	1192										
111	108	329	329	4.0	0	0	Chord	3/4	2	2	1		1	1	1193										
111	108	333	333	3.0	1	1	Chord	3/4	2	2	3/4		1/2	3/2	1194										
111	108	339	339	1.0	5/2	5/2	Chord	3/4	2	2	1/4		1/4	1	1195										
112	109	341	341	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1196									87	
112	109	342	342	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1197										
112	109	343	343	0.0	1/2	1/2	Dynamic	3/4	1	1	0					mf									
112	109	343	343	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1198										
112	109	687/2	687/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1199										
112	109	341	341	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1200										
112	109	343	343	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1201										
112	109	687/2	687/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1202										
113	110	344	344	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1203									88	
113	110	345	345	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1204										
113	110	346	346	0.0	1/2	1/2	Dynamic	3/4	1	1	0					f									
113	110	346	346	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1205										
113	110	693/2	693/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1206										
113	110	344	344	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1207										
113	110	346	346	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1208										
113	110	693/2	693/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1209										
114	111	347	347	0.0	0	0	Tempo	3/4	1	1	0								allegretto	112.0			1.0		
114	111	347	347	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1210									89	
114	111	348	348	0.0	1/4	1/4	Tempo	3/4	1	1	0								pocoadagio	71.0			1.0		
114	111	348	348	0.5	1/4	1/4	Chord	3/4	1	1	1/8		1/8	1	1211										
114	111	697/2	697/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1212										
114	111	349	349	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1213										
114	111	699/2	699/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1214										
114	111	350	350	0.5	3/4	3/4	Chord	3/4	1	1	1/8		1/8	1	1215										
114	111	701/2	701/2	0.5	7/8	7/8	Chord	3/4	1	1	1/8		1/8	1	1216										
114	111	351	351	0.5	1	1	Chord	3/4	1	1	1/8		1/8	1	1217										
114	111	703/2	703/2	0.5	9/8	9/8	Chord	3/4	1	1	1/8		1/8	1	1218										
114	111	352	352	0.5	5/4	5/4	Chord	3/4	1	1	1/8		1/8	1	1219									90	
114	111	705/2	705/2	0.5	11/8	11/8	Chord	3/4	1	1	1/8		1/8	1	1220										
114	111	353	353	0.75	3/2	3/2	Chord	3/4	1	1	3/16		1/8	3/2	1221									91	
114	111	1415/4	1415/4	0.25	27/16	27/16	Chord	3/4	1	1	1/16		1/16	1	1222										
114	111	354	354	0.5	7/4	7/4	Chord	3/4	1	1	1/8		1/8	1	1223										
114	111	709/2	709/2	0.5	15/8	15/8	Chord	3/4	1	1	1/8		1/8	1	1224										
114	111	355	355	2.0	2	2	Chord	3/4	1	1	1/2		1/2	1	1225										
114	111	357	357	0.5	5/2	5/2	Chord	3/4	1	1	1/8		1/8	1	1226										
114	111	715/2	715/2	0.5	21/8	21/8	Chord	3/4	1	1	1/8		1/8	1	1227									92	
114	111	358	358	0.5	11/4	11/4	Chord	3/4	1	1	1/8		1/8	1	1228									92	
114	111	717/2	717/2	0.5	23/8	23/8	Chord	3/4	1	1	1/8		1/8	1	1229										
114	111	359	359	1.0	3	3	Chord	3/4	1	1	1/4		1/4	1	1230		ornamentTurn								
114	111	360	360	0.0	13/4	13/4	Dynamic	3/4	1	1	0					p									
114	111	360	360	0.5	13/4	13/4	Chord	3/4	1	1	1/8		1/8	1	1231										
114	111	721/2	721/2	0.5	27/8	27/8	Chord	3/4	1	1	1/8		1/8	1	1232										
114	111	347	347	4.0	0	0	Chord	3/4	1	2	1		1	1	1233										
114	111	711/2	711/2	1.5	17/8	17/8	Chord	3/4	1	2	3/8		1/4	3/2	1234										
114	111	357	357	2.0	5/2	5/2	Chord	3/4	1	2	1/2		1/2	1	1235										
114	111	359	359	1.0	3	3	Chord	3/4	1	2	1/4		1/4	1	1236										
114	111	360	360	0.5	13/4	13/4	Chord	3/4	1	2	1/8		1/8	1	1237										
114	111	721/2	721/2	0.5	27/8	27/8	Chord	3/4	1	2	1/8		1/8	1	1238										
114	111	356	356	1.0	9/4	9/4	Chord	3/4	1	3	1/4		1/4	1	1239										
114	111	713/2	713/2	0.5	19/8	19/8	Chord	3/4	1	4	1/8		1/8	1	1240										
114	111	360	360	0.5	13/4	13/4	Chord	3/4	2	1	1/8		1/8	1	1241										
114	111	721/2	721/2	0.5	27/8	27/8	Chord	3/4	2	1	1/8		1/8	1	1242										
115	112	361	361	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1243									93	
115	112	362	362	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1244										
115	112	363	363	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1245										
115	112	727/2	727/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1246										
115	112	361	361	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1247										
115	112	363	363	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1248										
115	112	727/2	727/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1249										
115	112	361	361	0.0	0	0	StaffText	3/4	2	1	0							<i>cresc.</i>							
115	112	361	361	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1250										
115	112	363	363	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1251										
115	112	727/2	727/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1252										
116	113	364	364	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1253									94	
116	113	365	365	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1254										
116	113	366	366	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1255										
116	113	733/2	733/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1256										
116	113	364	364	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1257										
116	113	366	366	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1258										
116	113	733/2	733/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1259										
116	113	364	364	2.0	0	0	Chord	3/4	2	1	1/2		1/2	1	1260										
116	113	366	366	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1261										
116	113	733/2	733/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1262										
117	114	367	367	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1263									95	
117	114	735/2	735/2	1.0	1/8	1/8	Chord	3/4	1	1	1/4		1/4	1	1264										
117	114	737/2	737/2	0.5	3/8	3/8	Chord	3/4	1	1	1/8		1/8	1	1265									96	
117	114	369	369	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1266									96	
117	114	739/2	739/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1267										
117	114	367	367	1.5	0	0	Chord	3/4	1	2	3/8		1/4	3/2	1268										
117	114	737/2	737/2	0.5	3/8	3/8	Chord	3/4	1	2	1/8		1/8	1	1269										
117	114	369	369	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1270										
117	114	739/2	739/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1271										
117	114	367	367	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1272										
117	114	368	368	2.0	1/4	1/4	Chord	3/4	2	1	1/2		1/2	1	1273										
118	115	370	370	0.5	0	0	Chord	3/4	1	1	1/8		1/8	1	1274									97	
118	115	741/2	741/2	0.5	1/8	1/8	Chord	3/4	1	1	1/8		1/8	1	1275		ornamentTurn								
118	115	371	371	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1276										
118	115	372	372	0.0	1/2	1/2	Dynamic	3/4	1	1	0					p									
118	115	372	372	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1277										
118	115	745/2	745/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1278										
118	115	370	370	1.0	0	0	Chord	3/4	1	2	1/4		1/4	1	1279										
118	115	371	371	1.0	1/4	1/4	Chord	3/4	1	2	1/4		1/4	1	1280										
118	115	372	372	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1281										
118	115	745/2	745/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1282										
118	115	370	370	1.0	0	0	Chord	3/4	2	1	1/4		1/4	1	1283									98	
118	115	371	371	1.0	1/4	1/4	Chord	3/4	2	1	1/4		1/4	1	1284										
119	116	373	373	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1285									99	
119	116	374	374	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1286										
119	116	375	375	0.0	1/2	1/2	Dynamic	3/4	1	1	0					pp									
119	116	375	375	0.5	1/2	1/2	Chord	3/4	1	1	1/8		1/8	1	1287										
119	116	751/2	751/2	0.5	5/8	5/8	Chord	3/4	1	1	1/8		1/8	1	1288										
119	116	373	373	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1289										
119	116	375	375	0.5	1/2	1/2	Chord	3/4	1	2	1/8		1/8	1	1290										
119	116	751/2	751/2	0.5	5/8	5/8	Chord	3/4	1	2	1/8		1/8	1	1291										
120	117	376	376	1.0	0	0	Chord	3/4	1	1	1/4		1/4	1	1292									100	
120	117	377	377	1.0	1/4	1/4	Chord	3/4	1	1	1/4		1/4	1	1293										
120	117	2269/6	2269/6	0.0	13/24	13/24	Dynamic	3/4	1	1	0					f									
120	117	2269/6	2269/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1294										
120	117	1135/3	1135/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1295										
120	117	1136/3	1136/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1296										
120	117	2273/6	2273/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1297										
120	117	376	376	2.0	0	0	Chord	3/4	1	2	1/2		1/2	1	1298										
120	117	378	378	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1299		articStaccatissimoBelow								
120	117	757/2	757/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1300		articStaccatissimoBelow								
121	118	2275/6	2275/6	0.16666666666666666	1/24	1/24	Chord	3/4	1	1	1/24		1/16	2/3	1301										
121	118	1138/3	1138/3	0.16666666666666666	1/12	1/12	Chord	3/4	1	1	1/24		1/16	2/3	1302										
121	118	1139/3	1139/3	0.16666666666666666	1/6	1/6	Chord	3/4	1	1	1/24		1/16	2/3	1303										
121	118	2279/6	2279/6	0.16666666666666666	5/24	5/24	Chord	3/4	1	1	1/24		1/16	2/3	1304										
121	118	2281/6	2281/6	0.16666666666666666	7/24	7/24	Chord	3/4	1	1	1/24		1/16	2/3	1305										
121	118	1141/3	1141/3	0.16666666666666666	1/3	1/3	Chord	3/4	1	1	1/24		1/16	2/3	1306										
121	118	1142/3	1142/3	0.16666666666666666	5/12	5/12	Chord	3/4	1	1	1/24		1/16	2/3	1307										
121	118	2285/6	2285/6	0.16666666666666666	11/24	11/24	Chord	3/4	1	1	1/24		1/16	2/3	1308										
121	118	2287/6	2287/6	0.16666666666666666	13/24	13/24	Chord	3/4	1	1	1/24		1/16	2/3	1309										
121	118	1144/3	1144/3	0.16666666666666666	7/12	7/12	Chord	3/4	1	1	1/24		1/16	2/3	1310										
121	118	1145/3	1145/3	0.16666666666666666	2/3	2/3	Chord	3/4	1	1	1/24		1/16	2/3	1311										
121	118	2291/6	2291/6	0.16666666666666666	17/24	17/24	Chord	3/4	1	1	1/24		1/16	2/3	1312										
121	118	379	379	0.5	0	0	Chord	3/4	2	1	1/8		1/8	1	1313		articStaccatissimoBelow								
121	118	759/2	759/2	0.5	1/8	1/8	Chord	3/4	2	1	1/8		1/8	1	1314		articStaccatissimoBelow								
121	118	380	380	0.5	1/4	1/4	Chord	3/4	2	1	1/8		1/8	1	1315		articStaccatissimoBelow								
121	118	761/2	761/2	0.5	3/8	3/8	Chord	3/4	2	1	1/8		1/8	1	1316		articStaccatissimoBelow								
121	118	381	381	0.5	1/2	1/2	Chord	3/4	2	1	1/8		1/8	1	1317		articStaccatissimoBelow								
121	118	763/2	763/2	0.5	5/8	5/8	Chord	3/4	2	1	1/8		1/8	1	1318		articStaccatissimoBelow								
122	119	2293/6	2293/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	1319										
122	119	1147/3	1147/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	1320										
122	119	1148/3	1148/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	1321										
122	119	2297/6	2297/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	1322										
122	119	2299/6	2299/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	1323										
122	119	1150/3	1150/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	1324										
122	119	1151/3	1151/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	1325										
122	119	2303/6	2303/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	1326										
122	119	2305/6	2305/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	1327										
122	119	1153/3	1153/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	1328										
122	119	1154/3	1154/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	1329										
122	119	2309/6	2309/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	1330										
122	119	382	382	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1331		articStaccatissimoBelow								
122	119	765/2	765/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1332		articStaccatissimoBelow								
122	119	383	383	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1333		articStaccatissimoBelow								
122	119	767/2	767/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1334		articStaccatissimoBelow								
122	119	384	384	0.5	1/2	1/2	Chord	3/4	2	2	1/8		1/8	1	1335		articStaccatissimoBelow								
122	119	769/2	769/2	0.5	5/8	5/8	Chord	3/4	2	2	1/8		1/8	1	1336		articStaccatissimoBelow								
123	120	2311/6	2311/6	0.16666666666666666	1/24	1/24	Chord	3/4	2	1	1/24		1/16	2/3	1337										
123	120	1156/3	1156/3	0.16666666666666666	1/12	1/12	Chord	3/4	2	1	1/24		1/16	2/3	1338										
123	120	1157/3	1157/3	0.16666666666666666	1/6	1/6	Chord	3/4	2	1	1/24		1/16	2/3	1339										
123	120	2315/6	2315/6	0.16666666666666666	5/24	5/24	Chord	3/4	2	1	1/24		1/16	2/3	1340										
123	120	2317/6	2317/6	0.16666666666666666	7/24	7/24	Chord	3/4	2	1	1/24		1/16	2/3	1341										
123	120	1159/3	1159/3	0.16666666666666666	1/3	1/3	Chord	3/4	2	1	1/24		1/16	2/3	1342										
123	120	1160/3	1160/3	0.16666666666666666	5/12	5/12	Chord	3/4	2	1	1/24		1/16	2/3	1343										
123	120	2321/6	2321/6	0.16666666666666666	11/24	11/24	Chord	3/4	2	1	1/24		1/16	2/3	1344										
123	120	2323/6	2323/6	0.16666666666666666	13/24	13/24	Chord	3/4	2	1	1/24		1/16	2/3	1345										
123	120	1162/3	1162/3	0.16666666666666666	7/12	7/12	Chord	3/4	2	1	1/24		1/16	2/3	1346										
123	120	1163/3	1163/3	0.16666666666666666	2/3	2/3	Chord	3/4	2	1	1/24		1/16	2/3	1347										
123	120	2327/6	2327/6	0.16666666666666666	17/24	17/24	Chord	3/4	2	1	1/24		1/16	2/3	1348										
123	120	385	385	0.5	0	0	Chord	3/4	2	2	1/8		1/8	1	1349		articStaccatissimoBelow								
123	120	771/2	771/2	0.5	1/8	1/8	Chord	3/4	2	2	1/8		1/8	1	1350		articStaccatissimoBelow								
123	120	386	386	0.5	1/4	1/4	Chord	3/4	2	2	1/8		1/8	1	1351		articStaccatissimoBelow								
123	120	773/2	773/2	0.5	3/8	3/8	Chord	3/4	2	2	1/8		1/8	1	1352		articStaccatissimoBelow								
